sentence,mdd,t_depth,no_change,summarizing,bigrams,words,letters,word_avg,numbers,symbols,if_question,punctuation,sym_hashtag,sym_shtrudel,sym_dollar,sym_ampersand,sym_percend,sym_star,sym_tilda,sym_math,sym_logic,sym_brackets,sym_num,sym_quotes,sym_slashes,NN,VB,JJ,PREPOSITION,DEF,CONJ,BN,NNP,NNT,TEMP,RB,CC,AT,QW,REL,PRP,IN,DTT,DT,MD
מומלץ שרופא ילדים יבדוק את התינוק כשבוע אחרי השחרור מבית החולים.,7.38,18,0,1,10,11,53,4.818,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,4,8,0,0,0,2,0,0,0,2,0,2,0,2,0,0,2
רצוי לחתל כך שהחיתול לא יהיה הדוק מדי לגוף.,6.36,13,0,1,8,9,34,3.778,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,4,0,0,0,0,0,6,0,0,0,2,0,0,0,0,2
ההחתלה נעשית בדרך כלל בצמוד לשעות ההאכלה מכיוון שהתינוק לרוב ער.,9.18,19,0,1,10,11,53,4.818,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,8,0,2,2,4,0,0,2,0,0,2,0,0,0,0,0
צוות הוועדה שמקבל את החומר יבדוק את הבקשה ויחליט על בסיס החומר הרפואי ועל סמך חוות הדעת המקצועיות שקיבל אם יש צורך באבחון ובטיפול.,17.91,36,0,1,23,24,106,4.417,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,4,4,16,6,2,0,8,0,0,2,4,0,4,0,4,0,0,0
איזון רמות הסוכר הוא הדרך הטובה ביותר למניעת הסיבוכים האלה.,8.07,16,0,1,9,10,49,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,10,0,0,2,6,0,2,0,0,0,0,0,0,0,0,0
בימי ד' לא מתקיימת קבלת קהל.,4.0,6,0,1,5,6,21,3.5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,2,2,4,0,2,0,0,0,0,0,0,0,0,0
החזיקו את התינוק כך שתוכלו להתבונן בו.,4.25,8,0,1,6,7,31,4.429,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,2
במסגרת הטיפול ההתפתחותי מתייחסים לפוטנציאל של הילד אל מול הקושי שלו להשיג אותו ולממש אותו.,11.41,23,0,1,14,15,75,5.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,4,10,2,2,0,2,0,0,0,2,0,0,0,2,0,0,0
פריחה אצל תינוקות יכולה להיות ממוקדת או מפוזרת על כל הגוף.,5.8,12,0,1,10,11,47,4.273,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0,4,2,0,2
יש להרחיק את התנור מכל חפץ שעלול להתלקח.,5.4,10,0,1,7,8,32,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,4,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,4
"חנות; מסעדה, מזנון, בית קפה, לרבות כל בית אוכל, בית משקה, מועדון, דיסקוטק או מקום אחר שבין עיסוקיו הגשת מזון או משקאות (כולם להלן - בית אוכל), למעט חדר נפרד לחלוטין, אם קיים ,שהוקצה לעישון בידי הנהלת בית האוכל, ובלבד שיש בו סידורי אוורור תקינים ובלבד שעומד בתנאים הקבועים בחוק.",29.32,60,0,1,49,49,213,4.347,0,15,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,26,4,6,8,8,4,4,18,16,0,6,6,0,0,8,0,8,2,0,0
הלבישו את התינוק בבגדי תינוקות התואמים את תנאי מזג האוויר ועל פי עונות השנה:   בקיץ: לבוש קל ומאוורר.,8.38,20,0,1,17,18,79,4.389,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,4,6,6,4,2,4,8,0,0,0,4,0,2,0,2,0,0,0
"תחנת רכבת, לרבות רציף, למעט אזור שהוקצה לעישון בקצה הרציף וחד נפרד לחלוטין שהוקצה לעישון בידי הנהלת המקום, אם הוקצה, ובלבד שיש בו סידורי אוורור תקינים והעישון בו אינו גורם למטרד בחלקים אחרים של המקום, וכן תחנה של רכבת מקומית.",28.68,58,0,1,39,40,180,4.5,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,10,12,16,8,2,6,8,0,8,2,0,0,6,0,6,2,0,0
תאריכי ועדות השמה ועדות השמה מתקיימת בין תאריכים פברואר עד מאי.,6.09,10,1,0,10,11,52,4.727,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,2,4,4,0,0,0,0,0,0,0,4,0,0,0
"חיסונים בגיל המבוגר:ראשית, יש לדאוג לעדכון כל חיסוני השגרה.",6.45,13,0,1,8,10,48,4.8,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,2,0,2
סורגי המיטה צריכים להיות צפופים: אסור שהרווח בין סורגי המיטה יעלה על 7 סנטימטר.,8.53,15,0,1,13,14,64,4.571,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,0,6,0,0,2,4,0,0,0,0,0,2,0,4,0,0,2
לכן ישנה ירידה בכמות האינסולין המופרשת - עד כדי היעדר מוחלט של אינסולין מייצור עצמי של הגוף.,9.22,18,0,1,16,16,74,4.625,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,4,4,4,0,2,2,2,0,0,2,0,0,2,0,2,0,0,0
למניעת הסיבוכים המאוחרים של מחלת הסוכרת חשוב מאוד לשמור על רמה תקינה של גלוקוזה בדם.,9.0,17,0,1,14,15,69,4.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,4,4,6,0,0,0,4,0,2,0,0,0,0,0,2,0,0,2
"בקרב חולים בסוכרת מבוגרים הבעיה לא נובעת ממחסור באינסולין אלא מכך שנוצרת תנגודת לפעילות של האינסולין, והוא אינו מצליח להכניס את הסוכר מהדם לתאים.",18.97,38,0,1,23,24,120,5.0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,2,16,14,2,8,0,0,0,2,2,2,0,2,4,0,0,0,0
"אם לא מטפלים במחלת הסוכרת, היא עלולה לגרום לסיבוכים ארוכי טווח כמו: פגיעות בכלי דם (לדוגמה, טרשת עורקים מואצת שעלולה לגרום בעתיד לבעיות לב) פגיעה בעיניים באזור הרשתית שבשלב הסופי שלה עלולה לגרום לעיוורון .",25.48,52,0,1,34,34,165,4.853,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,8,22,14,0,2,2,10,0,2,2,0,0,4,0,0,0,0,6
"אלה - בשילוב עם הסיכונים הספציפיים בארצות היעד - מאפשרים ""לתפור"" בעבור כל מטיילת ומטייל את ההמלצות הספציפיות על החיסונים הנדרשים, התרופות שיש להביא מהארץ והדרך המיטבית להתנהל, מבחינה בריאותית, לפני הנסיעה, במהלך הנסיעה ואחרי הנסיעה.",29.82,57,0,1,35,34,188,5.529,0,9,0,5,0,0,0,0,0,0,0,2,0,0,0,2,0,28,4,4,12,28,6,4,8,4,0,0,0,2,0,2,0,10,2,0,2
מקרים מיוחדים אלו יעסקו בעניינים של תלמידים אלו:תלמידים המשתחררים מאשפוז ומצבם מצריך הפניה לוועדת השמה בהמלצת בית החולים.,12.46,24,0,1,17,19,102,5.368,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,10,4,2,4,2,6,0,0,0,0,0,2,2,0,0,0,0
הבילירובין נוצר בעת פירוק הכדוריות האדומות במסגרת התאמת מערכות הגוף לחיים שמחוץ לרחם.,10.3,20,0,1,12,13,72,5.538,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,8,10,0,2,2,8,0,0,0,0,0,2,0,0,0,0,0
הבדיקה הבסיסית ביותר היא של רמת הגלוקוזה בדם בצום.,6.93,16,0,1,8,9,41,4.556,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,4,10,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0
"חשוב לדעת שאין אפשרות להעלות למטוס מיכלי חמצן אישיים, והסידורים השונים משתנים בין חברות התעופה השונות.",10.45,21,0,1,15,16,85,5.312,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,2,8,2,2,6,6,0,0,0,0,0,2,0,2,0,0,2
"סוכרת של מבוגרים (סוכרת מסוג 2) מופיעה בדרך כלל בגיל מאוחר הרבה יותר, לעיתים קרובות  אצל אנשים שסובלים מעודף משקל.",7.18,18,0,1,19,20,90,4.5,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,10,0,0,4,4,4,0,2,0,0,0,2,0,2,2,0,0
תנאי חמישי - תקופת אכשרה צברת תקופת אכשרה של לפחות 12 חודשי עבודה כשכיר מתוך 18 החודשים האחרונים לפני שנרשמת לראשונה בשירות התעסוקה.,13.96,28,0,1,22,22,108,4.909,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,4,2,2,8,0,2,4,8,6,4,0,0,0,2,0,4,0,0,0
"מטרתו לקדם את הילד, לשפר את יכולותיו ולהעניק לו ארגז כלים להמשך הדרך.",8.82,19,0,1,12,13,55,4.231,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,2,6,2,0,2,2,0,0,0,4,0,0,0,2,0,0,0
תרופות מרשם יש לקחת באריזות המקוריות ולא במיכלים אחרים.,7.38,13,0,1,8,9,46,5.111,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,6,4,2,0,4,0,0,2,0,0,0,0,0,0,0,0,2
"אם אתה מכיר את הרופא בוועדה באופן אישי או כרופא מטפל, רופא זה לא יכול להשתתף בוועדה שתבדוק אותך.",12.67,24,0,1,18,19,76,4.0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,2,8,6,0,2,4,0,0,2,4,2,0,2,4,0,0,0,2
"כאשר קיים מחסור באינסולין, או שתאי הגוף אינם מצליחים לנצל את האינסולין, נוצר מצב שבו רמת הסוכר בדם גבוהה מדי, אך רמת הסוכר בתאים נמוכה.",17.0,38,0,1,24,25,107,4.28,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,2,8,12,0,2,4,4,0,0,6,2,0,4,0,2,0,0,0
גני שעשועים הפתוחים לציבור.,3.33,7,0,1,3,4,23,5.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
תלמידים אחרי תאונות או טראומות נפשיות או פזיות.,4.29,7,0,1,7,8,39,4.875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,2,0,0,0,4,0,0,0,0,2,0,0,0
מה זה אינסולין?,3.0,3,1,0,2,3,12,4.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
תנאי רביעי - התייצבות בשירות התעסוקה כדי להיות זכאי לדמי אבטלה עליך להתייצב בשירות התעסוקה.,10.85,22,0,1,14,14,75,5.357,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,2,0,8,8,0,0,2,8,0,0,0,0,0,0,0,4,0,0,2
ועדות שיבוץ אחראיות לשיבוץ תלמידים במסגרות החינוך המיוחד.,5.0,13,0,1,7,8,49,6.125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,4,6,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
"חבר קיבוץ וחבר מושב שיתופי - לא זכאים לדמי אבטלה, אלא אם הם עובדים כשכירים מחוץ למשק או אם הקיבוץ מעסיק אותם כשכירים.",14.6,27,0,1,22,22,92,4.182,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,4,8,4,2,4,2,6,0,2,8,2,0,0,2,0,0,0,0
"תלמידים במצב חירום בנסיבות מיוחדות מאוד, והעובד הסוציאלי שהוא פקיד סעד לחוק נוער סבור כי יש לדון בעניינים בוועדת השמה, מטעמים שיירשמו ויקבלו אישור בוועדת חריגים שתוקם במחוז למטרה זו.",23.02,48,0,1,29,30,150,5.0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,6,20,14,4,0,6,10,0,0,2,0,0,6,2,0,0,0,0
"אם קיבלתם הודעה מהוועדה שאין צורך באבחון, קיבלתם בעצם בשורה משמחת ומרגיעה.",8.71,18,0,1,11,12,61,5.083,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,2,10,2,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0
"מתוכם, מהווים בני השמונים ומעלה את קבוצת הגיל הגדלה במהירות הרבה ביותר.",9.44,18,0,1,11,12,58,4.833,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,4,10,2,6,2,4,0,0,0,2,0,2,0,0,0,0,0
מרגע שליחת ההפניה אתם נמצאים בתהליך הבירור.,6.2,12,0,1,6,7,36,5.143,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,0,2,2,4,0,0,0,0,0,0,2,0,0,0,0
ברוב מדינות המערב וגם בישראל שיעורם של בני הגיל השלישי באוכלוסיה נמצא בעלייה מתמדת.,11.62,21,0,1,13,14,69,4.929,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,8,2,2,4,4,0,2,0,0,0,0,0,0,2,0,0
האם הוא חולה?,3.0,3,1,0,2,3,10,3.333,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
נהלי הרישום מתבצע לאחר ועדת השמה הקובעת את הזכאות לחינוך מיוחד ולאחר ועדת שיבוץ המשבצת את הילד למסגרת המתאימה לצרכיו.,13.61,29,0,1,19,20,97,4.85,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,6,14,2,4,0,8,0,0,0,4,0,2,0,4,0,0,0
צריך לזכור שתינוק לא מחמם את הגוף שלו כמו מבוגר.,5.82,10,1,0,9,10,38,3.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,2,2,0,0,2,0,2,0,2,0,2,0,0,2
"ראשית, כל המשלם בהוראת קבע יקבל הנחה בשיער של 1% מחיוב הארנונה התקופתי למעט משלם אשר חיובו השנתי מעל ל-100,000 שקלים אשר לא יזוכה בהנחה אך יוכל לחלק את התשלום ל-12 תשלומים.",20.66,42,0,1,31,35,135,3.857,9,6,0,3,0,0,0,0,1,0,0,3,0,0,0,0,0,20,6,4,14,14,0,0,4,4,0,4,6,2,0,0,0,2,2,0,2
תינוקות - יותר מאשר ילדים ומבוגרים - מתקשים לשמור על חום גופם.,8.43,11,0,1,11,10,48,4.8,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,0,0,2,2,2,4,0,2,2,0,0,0,0,2,0,0,0
"אם ההפרשה מרובה, יש לפנות לרופא כדי לקבל טיפול.",4.89,9,0,1,8,9,37,4.111,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0,2
הטיפול בקטואצידוזיס כולל מתן נוזלים רבים ומתן אינסולין כדי להוריד את השיעור הגבוה של הסוכר ושל גופי הקטו שנוצרו.,13.2,26,0,1,18,19,93,4.895,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,4,2,10,4,0,4,2,0,0,0,2,0,2,0,2,0,0,0
"בדרך־כלל הוא לא נראה כפי שדמיינתם אותו במהלך ההריון, אבל בתוך זמן קצר תגלו את המיוחד שבו.",11.95,24,0,1,16,18,70,3.889,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,6,4,0,2,2,0,0,2,4,4,0,4,2,2,0,0,0
"בכל מקרה, אם נוסעים עם אסתמה מומלץ להתייעץ הן עם הרופא או הרופאה במרפאת־המטיילים והן עם הרופא או הרופאה המבצעים את המעקב אחר האסתמה ולגבש תוכנית פעולה ברורה למקרה שיופיעו סיבוכים (למשל: שמות וכתובות מדויקים של מרפאות או בתי־חולים אמינים ביעדים השונים וכיצד בדיוק מגיעים אליהם).",30.52,61,0,1,45,48,225,4.688,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,36,6,10,12,18,8,6,6,0,0,4,8,2,2,4,0,8,2,0,0
"בכל מקרה, יש לשמור על אוויר לח בחדר באמצעות מגבת לחה או כלי עם מעט מים במקום שאליו התינוק לא יכול להגיע.",14.33,29,0,1,21,22,81,3.682,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,4,8,6,0,0,0,0,0,2,2,0,0,2,0,8,4,0,4
"אין כמו המגע, החיבוק, הבעת הפנים והקול המרגיע שלכם כדי לתת לו ביטחון בעולם החדש שאליו יצא.",13.3,30,0,1,16,17,71,4.176,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,2,12,2,2,4,0,0,0,0,0,0,4,0,10,0,0,0
"שינוי בהתנהגות הרגילה של התינוק: אי־שקט מסיבה לא ברורה הנמשך כמה שעות או, לחלופין, התינוק ישנוני, מסרב לאכול ובוכה בכי חלש.",13.27,26,0,1,20,22,97,4.409,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,4,4,8,2,6,12,2,0,2,0,0,0,2,0,0,2,0,0
"אם המעשן מסרב לכבות את הסיגריה, הסבר למעשן שהוא לא יקבל שירות אם ימשיך לעשן וכי הוא מתבקש לעזוב את המקום.",13.12,25,0,1,20,21,83,3.952,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,2,8,2,4,0,0,0,2,6,4,0,2,4,0,0,0,0
כדאי לנקות את אזור ההחתלה במים פושרים ובעת הצורך אפשר לשטוף אותו גם מתחת לברז.,10.55,20,0,1,14,15,63,4.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,6,6,2,0,0,4,0,2,0,4,0,0,0,2,0,0,4
"שלב שלישי: סיכום הדיון וקביעת אחוז הנכות הרפואית לאחר שתעזוב את חדר הוועדה, הרופא יקריא למזכיר את הממצאים הרפואיים שמצא, ויקבע את החלטתו בהתאם למסמכים הרפואיים שבתיק, הקשיים שציינת והבדיקה שערך.",24.27,48,0,1,30,31,159,5.129,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,6,8,24,6,0,10,10,0,0,0,6,0,8,0,2,0,0,0
תינוקות יונקים בין היתר בריאים יותר וסובלים פחות ממחלות בילדות וכמבוגרים.,8.75,18,0,1,10,11,62,5.636,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,6,4,4,4,0,0,0,4,0,0,0,0,0,2,0,0,0
"השאלונים יאפשרו לוועדה להתרשם מצורכי הילד, לזהות את קשייו ולהגדיר את ההתייחסות הנדרשת.",9.44,19,0,1,12,13,72,5.538,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,4,10,2,0,2,2,0,0,0,4,0,0,0,0,0,0,0
החוק חל גם על מקומות עבודה פרטיים.,4.14,6,0,1,6,7,27,3.857,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,2,2,0,2,0,0,0,0,0,2,0,0,0
"סימני האירוע הם מתן שתן רב, בחילות, הקאות וכאבי בטן, בעיקר בילדים, סימני התייבשות ונשימות מהירות.",9.95,19,0,1,15,16,77,4.812,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,6,4,0,4,10,0,2,0,0,0,0,0,0,0,0,0
איך לחמם את החדר?,3.0,5,1,0,3,4,13,3.25,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
"הגורמים יכולים להיות רבים, ובעיקר השינויים באופי המאמץ הגופני, במעלות החום, בלחות האוויר ובאלרגנים שבסביבה.",13.08,25,0,1,14,15,89,5.933,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,10,12,4,0,4,6,0,2,0,0,0,2,0,0,0,0,2
"צריך ללמוד לזהות סימנים להתקף היפוגליקמיה - הזעה, רעב, כאבי ראש, בחילות או בלבול - ולטפל בהם באמצעות מזון או משקה עשיר בסוכר.",12.86,27,0,1,22,21,97,4.619,0,6,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,14,8,2,6,8,2,0,8,0,0,0,4,0,0,0,2,2,0,0,2
"אין בנמצא סטטיסטיקות ישראליות העוסקות במטיילים המבוגרים, אך במרפאות המטיילים של הכללית לא נדיר לפגוש נוסעים בני מעל 80, ולפעמים מעל 90, שיעדם ארצות־הברית או המזרח.",14.37,34,0,1,25,27,133,4.926,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,4,6,12,2,4,4,4,0,4,4,0,0,4,0,2,0,0,0
מחזיקים במקומות ציבוריים ו/או נושאי משרה ישאו באחריות ליישום החוק והוראותיו.,8.88,18,0,1,10,12,64,5.333,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,12,2,2,6,4,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0
לא מקדימים את המאוחר.,3.0,5,0,1,3,4,17,4.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0
"לרופא אין סמכות לדון בטיפול רפואי שאתה נזקק לו, ולכן אין טעם לבקש מהרופא בקשות הקשורות לטיפול רפואי.",14.07,29,0,1,17,18,81,4.5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,4,12,6,2,4,2,0,0,0,2,0,0,4,2,0,0,0,0
לעיתים קרובות הוא עוקב במבטו ומקשיב לקולכם.,5.44,9,0,1,6,7,36,5.143,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,6,0,2,4,2,0,0,0,0,0,0,0,2,0,0,0,0
"כמות הזריקות ותזמונן במהלך היום תלויים בסוכרתי עצמו ובתגובה שלו לטיפול, וזאת בכפוף להחלטת הרופא ועל סמך בקרה צמודה של רמות הסוכר בדם.",19.19,39,0,1,22,23,109,4.739,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,14,12,8,2,0,10,0,0,0,0,0,0,4,2,0,0,0
"השילוב בין השינויים הגופניים המלווים את העלייה בגיל לבין מחלות כרוניות, ששיעורן הולך ועולה עם הגיל, מוביל לירידה בתפקודים השונים וכך גם בסיבולת הלב־ריאה, בתגובתיות פחותה לירידה במתח החמצן (היפוקסיה), לירידה בתפקוד הכלייתי ולירידה ביכולת לשמר נוזלים.",31.26,63,0,1,36,38,205,5.395,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,6,22,30,6,6,12,6,0,4,0,2,0,4,0,6,0,0,0
המים צריכים להיות בטמפרטורה של 38-37 מעלות - ניתן למדוד באמצעות מד חום או אמת ההורה.,9.76,19,0,1,15,16,66,4.125,4,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,10,2,4,4,8,0,0,0,4,0,0,2,0,0,0,0,2,0,0,2
"הנחיות פעולה לבעל עסק הנתקל בעישון מחזיק במקום ציבורי חייב לתלות שילוט האוסר על העישון במקום, לדאוג לתקינות השילוט וכן אסור עליו להציב מאפרות במקום בו חל האיסור לעשן.",19.61,40,0,1,28,29,136,4.69,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,2,12,8,2,6,0,6,0,4,0,0,0,4,0,6,0,0,2
היתרון העיקרי בתשלום זה הוא יתרון  הנוחות והמהירות.,4.08,9,0,1,7,8,42,5.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,2,8,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
כמו כן לומדים כיצד ניתן לתקשר איתו ולהרגיעו.,6.2,12,0,1,7,8,36,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,0,0,0,0,0,0,2,0,2,4,0,0,2
"ועדת העברות כוללת נציגות פיקוח, נציגות מהשפ""ח ונציגות מהאגף לחנ""מ.",8.81,18,0,1,9,12,53,4.417,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,6,8,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0
"אם לגופיות תפרים בולטים, אפשר להפוך את הגופייה הקרובה לגוף כדי למנוע  גירוי בעור העדין.",7.24,18,0,1,14,15,70,4.667,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,8,10,0,0,4,2,0,0,2,2,0,0,0,2,0,0,2
איך להלביש את התינוק?,3.0,5,1,0,3,4,17,4.25,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
"חדר או אולם הפתוחים לציבור בבנק, בבית דואר או בסוכנות דואר או במקום אחר המשמש לקהל או חדר,אולם או מסדרון המשמש להמתנה, למעט חדר נפרד לחלוטין שהוקצה לעישון בידי הנהלת המקום, אם הוקצה, ובלבד שיש בו סידורי אוורור תקינים והעישון בו אינו גורם למטרד בחלקים אחרים של המקום, לרבות חדר מדרגות ומעבר.",37.62,76,0,1,51,53,232,4.377,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,10,24,18,6,4,2,10,0,6,14,0,0,6,0,8,0,0,0
"עד מהרה תלמדו את התנהגות תינוקכם בנוגע ליציאות, ולפי זה תכוונו את שעת החלפת החיתול.",8.5,18,0,1,14,15,67,4.467,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2,2,2,0,0,6,0,4,0,4,0,0,2,4,0,0,0
תוכלו לשלם בשתי דרכים: תשלום אחד על מלוא הסכום השנתי שישולם עד ל-31 בינואר של שנת המס אשר יבטיח שלא תשלמו הפרשי הצמדה על חיובי שנת המס השוטפת.,17.88,37,0,1,27,29,112,3.862,2,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,10,8,2,6,12,0,0,6,10,0,2,2,0,0,4,0,6,0,0,2
"לקראת היום השלישי הירידה מתונה יותר, ולאחר 14-10 ימים אנחנו מצפים שהתינוק יחזור למשקל הלידה.",11.6,22,0,1,14,16,75,4.688,4,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,10,2,2,2,12,2,2,4,0,0,0,0,0,0,2,2,4,0,0,0
"שים לב, אם נפגעת בזמן שעשית מעשה פשע או בזמן שעברת עבירה שיש בה זדון או רשלנות פושעת, לא תוכר כנפגע פעולות איבה.",16.16,33,0,1,22,23,87,3.783,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,8,8,0,2,4,10,0,2,6,0,0,6,0,2,0,0,0
"חשוב להדגיש, כי אין חובה להקצות חדר עישון.",4.38,8,0,1,7,8,33,4.125,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,4,4,0,0,2,0,0,0,0,0,0,0,2
