NumOf_Words,NumOf_Let,Word_Avg_Size,NumOf_Stopwords,NumOf_Number_Char,NumOf_#,NumOf_@,NumOf_Other_Sym,NumOf_Caps_Words
17,69,4.059,6,0,0,1,4,0
5,25,5.0,0,0,2,0,2,0
19,86,4.526,5,1,7,2,13,0
13,71,5.462,3,0,5,0,5,0
20,83,4.15,6,1,1,1,15,0
19,86,4.526,4,3,4,1,9,0
16,57,3.562,2,0,7,0,23,0
15,59,3.933,6,0,9,0,17,0
11,27,2.455,3,0,0,0,13,0
19,71,3.737,4,0,0,2,2,0
5,34,6.8,1,0,2,1,3,0
23,92,4.0,8,6,0,1,3,0
18,93,5.167,6,0,1,1,11,0
29,104,3.586,13,2,0,0,7,0
7,52,7.429,1,0,5,0,11,0
15,60,4.0,4,0,1,1,11,0
6,32,5.333,2,0,3,0,5,0
6,31,5.167,2,0,3,0,5,0
9,39,4.333,3,0,0,0,8,0
19,78,4.105,11,0,7,0,12,0
26,100,3.846,12,0,1,0,9,0
11,40,3.636,1,0,8,0,13,0
14,80,5.714,4,0,2,0,6,0
17,75,4.412,7,0,0,0,5,0
9,45,5.0,2,0,4,0,5,0
9,47,5.222,4,0,0,0,4,0
16,65,4.062,1,0,8,0,27,0
5,27,5.4,1,0,0,0,0,0
11,46,4.182,5,0,0,1,4,0
17,81,4.765,5,0,2,1,7,0
21,75,3.571,6,4,1,2,8,0
18,86,4.778,6,0,1,0,3,0
6,21,3.5,3,0,0,0,0,0
15,78,5.2,1,0,4,1,18,0
3,12,4.0,0,0,0,1,1,0
4,13,3.25,1,0,0,0,4,0
15,62,4.133,5,1,5,0,9,0
14,69,4.929,5,0,0,3,4,0
16,83,5.188,3,8,3,0,7,0
11,49,4.455,3,0,1,0,5,0
10,41,4.1,3,0,0,0,1,0
6,23,3.833,2,0,2,0,3,0
15,84,5.6,5,0,5,0,9,0
21,101,4.81,9,1,0,0,6,0
3,19,6.333,0,2,2,0,3,0
7,43,6.143,1,0,1,1,4,0
11,49,4.455,4,0,4,1,8,0
12,47,3.917,2,2,1,1,5,0
12,59,4.917,4,0,0,1,3,0
7,73,10.429,0,1,6,0,10,0
5,27,5.4,2,0,2,0,2,0
7,27,3.857,1,1,0,0,2,0
22,100,4.545,7,0,0,1,5,0
5,39,7.8,2,0,1,0,1,0
11,72,6.545,2,0,3,0,9,0
7,28,4.0,3,0,0,0,0,0
24,86,3.583,13,0,0,1,9,0
5,28,5.6,0,0,2,0,2,0
9,68,7.556,1,0,6,0,11,0
7,29,4.143,2,0,0,1,1,0
21,79,3.762,12,0,0,0,4,0
11,43,3.909,3,1,0,0,8,0
6,36,6.0,1,0,2,0,4,0
17,87,5.118,6,0,0,1,3,0
13,52,4.0,5,0,2,0,9,0
9,40,4.444,2,0,2,2,4,0
11,33,3.0,4,0,0,0,14,0
11,63,5.727,3,0,4,0,8,0
6,33,5.5,1,0,0,1,3,0
13,52,4.0,5,2,2,0,4,0
15,86,5.733,2,0,6,0,8,0
28,102,3.643,16,0,0,0,2,0
16,88,5.5,6,0,3,0,7,0
20,88,4.4,7,3,6,0,14,0
7,52,7.429,1,0,5,0,11,0
16,72,4.5,4,0,1,1,11,0
10,64,6.4,1,0,4,2,8,0
20,85,4.25,8,0,1,2,4,0
4,13,3.25,1,0,0,0,0,0
5,18,3.6,2,0,0,0,3,0
19,90,4.737,9,0,2,0,4,0
8,38,4.75,1,0,1,1,4,0
12,51,4.25,4,0,5,0,9,0
11,67,6.091,1,0,7,0,13,0
15,79,5.267,2,0,3,1,7,0
10,70,7.0,0,0,7,0,18,0
8,41,5.125,2,0,5,0,6,0
26,88,3.385,14,0,0,2,8,0
8,45,5.625,1,0,2,0,4,0
8,38,4.75,1,0,3,0,12,0
19,83,4.368,7,0,4,0,7,0
13,70,5.385,4,0,5,0,9,0
10,54,5.4,3,0,2,0,3,0
22,84,3.818,4,6,0,3,16,0
23,105,4.565,9,0,1,0,6,0
6,29,4.833,2,0,1,0,5,0
11,76,6.909,1,0,4,0,16,0
9,57,6.333,2,3,3,0,3,0
20,90,4.5,5,0,3,1,7,0
8,56,7.0,1,0,3,0,6,0
18,71,3.944,7,0,0,0,4,0
20,88,4.4,5,0,2,2,13,0
15,63,4.2,7,1,0,0,1,0
22,83,3.773,7,1,2,3,6,0
18,66,3.667,10,0,2,0,7,0
12,41,3.417,5,2,0,0,3,0
17,84,4.941,4,1,3,0,8,0
9,32,3.556,4,0,0,0,1,0
8,45,5.625,1,2,2,0,7,0
14,65,4.643,1,0,12,0,15,0
14,67,4.786,7,0,3,0,5,0
6,25,4.167,1,0,1,1,2,0
22,77,3.5,6,1,0,3,17,0
11,59,5.364,2,0,5,2,7,0
26,92,3.538,12,0,0,1,13,0
9,41,4.556,2,0,4,0,4,0
20,98,4.9,9,0,2,1,5,0
6,32,5.333,0,0,1,0,2,0
12,46,3.833,3,3,1,3,15,0
10,53,5.3,3,4,1,2,5,0
9,67,7.444,3,0,3,0,5,0
9,42,4.667,1,2,1,0,9,0
10,42,4.2,5,0,0,1,3,0
17,47,2.765,0,0,4,0,41,0
7,29,4.143,3,0,1,0,1,0
16,82,5.125,8,0,2,0,4,0
7,38,5.429,1,1,1,0,2,0
17,72,4.235,5,1,0,3,6,0
9,39,4.333,4,1,1,0,1,0
15,73,4.867,7,0,2,0,4,0
12,65,5.417,3,0,1,0,11,0
11,55,5.0,1,0,8,0,9,0
21,84,4.0,11,0,0,0,2,0
24,103,4.292,12,0,0,0,5,0
11,49,4.455,4,0,4,1,8,0
14,80,5.714,5,0,4,0,7,0
6,32,5.333,2,0,3,0,5,0
9,63,7.0,0,0,4,1,6,0
12,66,5.5,2,0,6,0,13,0
10,44,4.4,3,0,0,0,4,0
11,52,4.727,4,0,2,1,5,0
20,80,4.0,7,0,0,1,8,0
11,48,4.364,7,0,1,0,7,0
26,97,3.731,8,0,0,2,6,0
22,89,4.045,9,1,1,0,14,0
8,66,8.25,2,0,4,0,5,0
17,80,4.706,8,0,2,0,4,0
14,43,3.071,6,1,2,0,13,0
23,89,3.87,10,0,0,2,9,0
11,64,5.818,4,0,2,0,7,0
16,82,5.125,6,0,2,1,4,0
4,10,2.5,1,1,0,0,0,0
9,35,3.889,3,0,0,1,2,0
21,102,4.857,7,0,0,0,6,0
10,49,4.9,5,0,2,0,3,0
14,71,5.071,3,2,4,0,6,0
10,38,3.8,4,0,1,0,1,0
15,70,4.667,3,0,4,0,27,0
6,45,7.5,0,0,3,0,3,0
7,39,5.571,2,0,2,0,5,0
12,53,4.417,3,4,1,0,3,0
10,66,6.6,4,0,5,0,9,0
17,80,4.706,6,0,2,3,11,0
15,62,4.133,5,0,6,0,10,0
14,56,4.0,7,0,0,0,4,0
7,22,3.143,2,0,0,0,3,0
13,65,5.0,0,0,5,0,28,0
12,44,3.667,2,0,4,6,11,0
17,87,5.118,6,0,1,0,3,0
15,87,5.8,6,0,3,0,7,0
10,56,5.6,2,0,5,1,12,0
10,80,8.0,3,0,6,0,7,0
9,60,6.667,0,0,2,3,9,0
12,58,4.833,1,0,7,0,8,0
22,74,3.364,9,0,0,2,7,0
18,84,4.667,4,0,4,0,10,0
20,35,1.75,0,0,2,1,48,0
16,75,4.688,4,0,2,1,5,0
9,37,4.111,2,1,2,0,4,0
9,48,5.333,2,0,1,0,9,0
21,82,3.905,13,0,0,2,2,0
12,50,4.167,1,0,4,0,14,0
12,47,3.917,5,0,0,1,1,0
42,96,2.286,1,0,2,0,101,0
16,84,5.25,6,0,2,1,7,0
25,73,2.92,5,1,1,1,28,0
21,95,4.524,8,0,0,2,2,0
10,41,4.1,5,4,1,1,5,0
10,49,4.9,2,0,2,1,3,0
8,35,4.375,5,0,2,0,2,0
16,72,4.5,6,0,5,1,11,0
9,60,6.667,0,12,6,1,10,0
13,45,3.462,4,2,0,1,2,0
11,29,2.636,4,0,1,1,3,0
15,76,5.067,3,0,1,4,8,0
18,75,4.167,8,1,3,0,5,0
19,42,2.211,5,0,1,0,36,0
16,69,4.312,5,2,2,0,5,0
23,95,4.13,11,0,0,0,2,0
13,38,2.923,3,0,0,1,9,0
21,82,3.905,14,0,1,0,3,0
18,71,3.944,8,0,6,1,13,0
12,67,5.583,4,0,7,0,10,0
16,81,5.062,4,0,3,4,10,0
10,52,5.2,1,0,4,1,9,0
13,72,5.538,2,0,8,1,10,0
7,43,6.143,2,0,3,1,7,0
6,34,5.667,2,0,3,0,5,0
17,67,3.941,5,0,4,0,12,0
7,32,4.571,3,0,1,0,3,0
11,85,7.727,0,0,8,0,9,0
27,93,3.444,12,0,0,1,12,0
15,74,4.933,4,0,0,2,8,0
15,64,4.267,0,5,5,0,12,0
16,62,3.875,1,1,5,0,17,0
13,71,5.462,5,0,3,1,9,0
14,61,4.357,5,0,3,0,4,0
19,92,4.842,7,0,2,1,14,0
15,59,3.933,5,0,1,1,2,0
13,67,5.154,3,1,3,2,6,0
11,47,4.273,4,0,3,1,5,0
16,88,5.5,6,1,1,0,3,0
4,10,2.5,0,0,1,0,4,0
21,86,4.095,3,3,4,1,27,0
16,71,4.438,8,0,1,1,8,0
18,89,4.944,8,0,1,1,12,0
21,93,4.429,8,0,3,1,12,0
22,67,3.045,8,2,2,1,15,0
19,63,3.316,6,0,5,0,12,0
8,39,4.875,2,0,2,0,2,0
14,67,4.786,4,4,3,0,14,0
18,86,4.778,8,0,1,0,4,0
13,70,5.385,0,0,9,1,19,0
9,38,4.222,6,0,1,0,4,0
20,83,4.15,4,0,2,1,8,0
7,27,3.857,3,0,0,0,0,0
24,95,3.958,7,0,2,0,16,0
20,109,5.45,6,0,0,0,7,0
17,85,5.0,7,0,2,0,7,0
8,31,3.875,4,1,2,0,4,0
16,68,4.25,4,0,3,3,14,0
8,53,6.625,0,0,2,0,3,0
24,74,3.083,13,2,0,1,12,0
5,28,5.6,0,0,2,0,3,0
13,63,4.846,1,0,4,0,11,0
13,82,6.308,4,0,5,1,9,0
17,88,5.176,7,0,5,0,7,0
10,45,4.5,4,0,2,0,5,0
22,71,3.227,7,0,0,1,35,0
18,86,4.778,11,0,1,0,3,0
8,30,3.75,1,0,3,0,7,0
7,34,4.857,3,0,2,0,3,0
15,84,5.6,4,0,1,0,5,0
23,96,4.174,11,0,1,0,3,0
4,10,2.5,2,2,0,0,1,0
16,86,5.375,6,0,5,0,5,0
7,34,4.857,2,0,3,0,9,0
6,20,3.333,3,0,2,0,3,0
24,85,3.542,9,3,3,2,11,0
10,42,4.2,2,0,1,5,8,0
26,100,3.846,12,0,1,0,5,0
17,72,4.235,7,0,2,0,3,0
3,10,3.333,2,0,0,0,1,0
11,37,3.364,1,0,0,0,9,0
14,45,3.214,1,1,2,1,26,0
13,71,5.462,1,0,7,0,22,0
10,36,3.6,4,1,0,0,8,0
11,44,4.0,4,0,2,3,8,0
13,56,4.308,1,14,6,0,14,0
4,12,3.0,2,0,0,0,5,0
14,46,3.286,5,0,0,0,1,0
18,76,4.222,6,0,0,4,7,0
23,81,3.522,15,0,2,0,3,0
7,33,4.714,0,0,1,0,5,0
18,73,4.056,5,4,1,2,7,0
8,33,4.125,2,1,2,0,4,0
9,53,5.889,1,0,6,0,7,0
19,77,4.053,8,0,0,1,13,0
21,90,4.286,10,0,1,0,4,0
14,52,3.714,7,1,1,2,3,0
26,94,3.615,12,0,1,1,8,0
9,43,4.778,2,0,1,1,2,0
10,56,5.6,2,0,4,0,6,0
15,74,4.933,6,0,4,3,7,0
11,53,4.818,3,0,0,1,4,0
6,35,5.833,2,0,3,0,5,0
11,59,5.364,2,0,4,1,5,0
17,69,4.059,4,1,4,0,6,0
8,22,2.75,0,0,0,0,20,0
15,70,4.667,0,0,4,1,51,0
26,101,3.885,12,1,1,1,6,0
12,41,3.417,7,0,1,2,6,0
20,87,4.35,9,0,0,0,3,0
9,44,4.889,3,0,3,0,7,0
7,40,5.714,2,0,2,0,5,0
16,70,4.375,9,0,3,0,5,0
16,81,5.062,7,5,2,1,10,0
22,88,4.0,3,7,5,1,25,0
21,86,4.095,8,0,0,2,6,0
16,70,4.375,7,1,2,0,15,0
9,61,6.778,0,0,8,0,12,0
17,63,3.706,8,0,1,2,7,0
18,91,5.056,1,0,12,1,27,0
7,42,6.0,1,0,0,0,3,0
9,47,5.222,2,0,3,0,4,0
9,49,5.444,3,0,1,2,4,0
21,99,4.714,7,0,5,1,16,0
39,102,2.615,2,0,0,1,86,0
19,86,4.526,6,0,0,2,3,0
12,43,3.583,5,0,1,0,2,0
10,71,7.1,2,0,7,1,9,0
24,101,4.208,7,0,4,0,12,0
12,42,3.5,6,0,0,0,1,0
16,67,4.188,3,0,2,1,8,0
13,78,6.0,1,0,11,1,16,0
20,66,3.3,9,0,0,0,12,0
7,52,7.429,1,0,5,0,11,0
13,53,4.077,1,0,2,0,14,0
10,29,2.9,3,0,0,1,2,0
24,77,3.208,9,0,2,1,25,0
21,66,3.143,8,0,2,2,5,0
22,89,4.045,8,4,2,0,3,0
13,88,6.769,1,4,7,1,21,0
13,54,4.154,6,0,1,0,1,0
13,65,5.0,4,0,3,0,5,0
24,90,3.75,14,1,2,1,5,0
14,60,4.286,6,0,1,1,5,0
21,107,5.095,8,0,2,0,4,0
23,89,3.87,5,0,0,1,10,0
15,74,4.933,1,0,6,0,10,0
10,39,3.9,6,0,1,0,2,0
4,31,7.75,0,0,2,0,6,0
7,32,4.571,2,0,2,0,2,0
12,61,5.083,4,0,0,0,4,0
17,69,4.059,7,0,1,2,3,0
11,53,4.818,5,0,5,0,8,0
12,57,4.75,0,2,7,0,14,0
4,16,4.0,3,0,0,0,0,0
18,86,4.778,2,0,1,0,3,0
17,90,5.294,3,0,0,0,2,0
12,53,4.417,5,0,2,0,6,0
17,63,3.706,5,2,4,1,8,0
17,75,4.412,7,0,2,0,8,0
17,85,5.0,2,0,1,0,3,0
12,36,3.0,3,1,0,0,14,0
8,45,5.625,3,0,2,0,3,0
4,14,3.5,1,0,0,1,2,0
9,48,5.333,2,0,1,1,13,0
14,70,5.0,3,1,6,0,17,0
9,59,6.556,2,0,2,0,6,0
10,46,4.6,2,1,1,1,3,0
18,90,5.0,5,0,2,2,12,0
16,85,5.312,5,1,6,1,7,0
8,42,5.25,1,0,0,0,2,0
19,79,4.158,5,0,5,0,6,0
9,56,6.222,2,0,2,0,5,0
17,65,3.824,6,0,0,0,16,0
11,55,5.0,3,0,3,3,7,0
6,32,5.333,2,0,3,0,5,0
8,36,4.5,3,0,2,0,2,0
18,65,3.611,4,2,1,4,21,0
11,54,4.909,2,0,5,1,18,0
17,76,4.471,5,1,1,0,4,0
20,86,4.3,7,1,0,1,7,0
11,74,6.727,0,0,7,0,14,0
13,69,5.308,1,4,1,0,6,0
26,91,3.5,7,0,2,2,12,0
13,54,4.154,6,0,3,0,4,0
7,27,3.857,0,4,1,0,4,0
13,57,4.385,2,0,1,0,18,0
11,67,6.091,2,0,7,0,8,0
8,39,4.875,2,0,3,0,3,0
14,72,5.143,2,0,6,0,29,0
6,46,7.667,0,0,4,1,5,0
16,78,4.875,2,0,3,2,11,0
7,39,5.571,3,0,2,0,3,0
20,86,4.3,8,1,2,1,7,0
22,101,4.591,7,0,0,2,10,0
9,65,7.222,2,0,6,0,7,0
7,59,8.429,0,4,5,0,12,0
10,67,6.7,2,0,6,0,7,0
18,66,3.667,8,0,1,1,5,0
3,12,4.0,1,0,1,0,1,0
11,79,7.182,0,0,3,0,10,0
23,100,4.348,7,1,3,0,9,0
9,41,4.556,3,0,1,2,5,0
10,61,6.1,3,0,3,0,3,0
19,75,3.947,3,12,3,0,22,0
15,63,4.2,7,0,0,1,3,0
4,18,4.5,0,0,0,1,6,0
6,34,5.667,3,0,0,0,1,0
12,41,3.417,1,3,4,0,9,0
23,98,4.261,10,1,0,1,6,0
20,102,5.1,10,0,3,1,5,0
9,55,6.111,2,0,3,0,7,0
16,52,3.25,3,6,3,2,35,0
20,77,3.85,10,0,1,0,2,0
5,19,3.8,4,0,0,0,0,0
6,29,4.833,0,0,2,0,11,0
22,69,3.136,9,0,0,0,14,0
17,73,4.294,0,4,16,0,22,0
12,48,4.0,5,0,0,0,2,0
13,62,4.769,6,0,3,1,4,0
19,69,3.632,5,2,1,1,10,0
12,59,4.917,3,0,5,0,13,0
9,42,4.667,1,0,3,0,5,0
20,84,4.2,12,0,1,0,3,0
6,34,5.667,2,0,2,0,4,0
8,70,8.75,0,2,6,0,9,0
21,83,3.952,11,0,1,0,2,0
17,86,5.059,2,0,1,0,3,0
20,99,4.95,9,3,1,1,3,0
18,54,3.0,4,0,0,9,18,0
13,65,5.0,3,4,7,0,14,0
16,66,4.125,4,0,2,3,17,0
6,31,5.167,2,0,3,0,6,0
10,68,6.8,3,0,3,2,5,0
15,67,4.467,3,0,5,0,12,0
23,92,4.0,7,2,2,1,5,0
17,68,4.0,8,0,1,0,10,0
20,79,3.95,9,0,2,0,7,0
18,48,2.667,2,0,3,2,35,0
8,32,4.0,3,0,2,0,6,0
22,88,4.0,12,0,2,0,3,0
8,41,5.125,0,0,4,3,8,0
21,85,4.048,10,0,0,0,1,0
22,82,3.727,9,0,0,4,9,0
13,73,5.615,2,0,8,2,14,0
8,39,4.875,0,0,3,0,15,0
9,50,5.556,1,0,2,0,11,0
6,29,4.833,1,0,0,1,1,0
11,35,3.182,3,0,0,1,13,0
7,73,10.429,0,1,6,0,10,0
27,79,2.926,10,0,0,0,20,0
5,18,3.6,2,0,0,0,0,0
8,40,5.0,3,0,3,0,8,0
6,27,4.5,0,4,3,1,4,0
14,84,6.0,4,0,2,0,3,0
10,40,4.0,4,0,2,0,3,0
7,17,2.429,2,0,0,1,16,0
16,83,5.188,6,0,2,0,4,0
16,65,4.062,2,4,6,0,13,0
15,75,5.0,5,0,2,0,6,0
5,33,6.6,0,0,4,0,4,0
15,60,4.0,3,0,2,2,19,0
10,58,5.8,1,0,3,1,13,0
16,83,5.188,5,0,1,1,9,0
7,40,5.714,1,4,3,0,5,0
14,43,3.071,6,1,0,0,8,0
5,33,6.6,1,0,2,0,4,0
20,91,4.55,8,0,0,1,4,0
13,61,4.692,4,0,2,0,17,0
18,81,4.5,7,6,2,0,5,0
13,67,5.154,7,0,1,0,1,0
14,62,4.429,6,0,0,0,3,0
17,67,3.941,5,0,4,0,12,0
18,73,4.056,9,0,2,1,6,0
7,46,6.571,0,0,4,0,5,0
6,26,4.333,1,0,0,3,4,0
23,108,4.696,10,0,1,0,4,0
5,26,5.2,1,0,1,0,4,0
11,59,5.364,2,0,4,1,5,0
20,81,4.05,7,0,2,0,4,0
11,63,5.727,0,0,8,0,10,0
18,86,4.778,2,0,1,0,3,0
19,42,2.211,5,0,1,0,36,0
16,70,4.375,3,4,1,2,16,0
9,49,5.444,1,0,6,0,6,0
14,75,5.357,4,0,1,0,2,0
5,23,4.6,1,0,0,0,2,0
4,25,6.25,0,4,1,1,3,0
17,64,3.765,6,2,4,0,10,0
19,83,4.368,5,1,4,1,8,0
16,63,3.938,5,0,2,0,12,0
15,67,4.467,2,0,9,0,21,0
11,70,6.364,2,0,4,5,9,0
16,70,4.375,4,1,0,5,5,0
9,38,4.222,0,0,3,3,6,0
13,61,4.692,1,0,4,0,5,0
16,62,3.875,8,0,0,0,5,0
31,72,2.323,0,0,9,0,76,0
9,45,5.0,0,0,2,6,8,0
11,76,6.909,3,0,4,1,5,0
21,78,3.714,13,0,0,0,7,0
12,72,6.0,3,0,2,0,8,0
12,47,3.917,3,2,1,1,5,0
9,36,4.0,4,0,0,1,3,0
12,58,4.833,1,0,10,0,13,0
15,80,5.333,4,5,2,1,12,0
14,72,5.143,0,0,11,0,14,0
4,15,3.75,1,0,0,0,0,0
18,80,4.444,7,0,2,0,6,0
19,82,4.316,5,0,0,0,7,0
19,88,4.632,9,4,3,1,5,0
19,84,4.421,9,0,1,0,4,0
4,18,4.5,1,0,0,0,4,0
14,98,7.0,1,0,1,1,11,0
22,85,3.864,10,0,0,0,8,0
16,79,4.938,5,0,1,1,3,0
10,55,5.5,2,0,3,0,7,0
17,91,5.353,5,2,2,1,7,0
23,104,4.522,9,2,4,0,9,0
9,37,4.111,3,0,1,1,3,0
17,79,4.647,2,1,1,0,6,0
17,81,4.765,6,0,8,0,10,0
21,96,4.571,5,0,5,0,9,0
10,72,7.2,1,0,6,0,10,0
16,61,3.812,4,0,1,1,5,0
5,30,6.0,0,0,0,0,0,0
10,44,4.4,4,0,1,0,2,0
23,95,4.13,13,0,2,0,4,0
8,35,4.375,4,0,0,0,2,0
6,25,4.167,2,0,1,0,2,0
13,66,5.077,2,4,2,1,8,0
13,65,5.0,3,0,8,0,11,0
10,49,4.9,2,0,1,4,8,0
12,59,4.917,1,0,3,1,10,0
16,84,5.25,8,0,2,0,4,0
12,62,5.167,1,0,1,2,6,0
9,69,7.667,0,0,7,0,10,0
5,34,6.8,1,0,3,0,4,0
21,80,3.81,10,0,6,0,6,0
27,96,3.556,12,0,1,1,7,0
10,62,6.2,4,0,5,0,8,0
10,33,3.3,4,0,1,0,5,0
4,18,4.5,1,1,0,0,1,0
8,20,2.5,4,0,0,0,0,0
14,65,4.643,1,0,6,1,23,0
15,70,4.667,1,0,9,0,28,0
20,82,4.1,11,0,1,1,5,0
4,35,8.75,0,0,2,1,4,0
14,65,4.643,3,0,1,2,8,0
18,63,3.5,5,0,4,0,18,0
7,52,7.429,1,0,5,0,11,0
6,34,5.667,2,0,3,0,5,0
9,64,7.111,2,0,6,0,9,0
10,39,3.9,4,0,1,1,3,0
20,76,3.8,10,0,1,1,5,0
7,37,5.286,1,0,3,0,3,0
10,41,4.1,4,0,0,1,4,0
12,85,7.083,2,0,7,0,7,0
16,80,5.0,5,0,2,0,4,0
12,59,4.917,2,0,8,0,12,0
10,60,6.0,4,0,5,0,8,0
16,72,4.5,1,0,5,0,11,0
12,61,5.083,3,0,0,0,2,0
6,18,3.0,1,0,1,2,3,0
16,72,4.5,0,0,5,1,36,0
21,79,3.762,6,1,0,3,9,0
9,39,4.333,2,1,0,1,1,0
10,57,5.7,1,0,4,1,9,0
6,24,4.0,1,0,0,0,4,0
24,84,3.5,15,0,1,1,5,0
9,42,4.667,2,0,3,3,6,0
7,41,5.857,1,1,2,0,2,0
8,63,7.875,0,12,5,1,9,0
25,101,4.04,12,0,0,0,1,0
18,86,4.778,2,0,1,0,3,0
11,37,3.364,5,1,0,0,3,0
18,105,5.833,8,0,2,0,5,0
19,68,3.579,1,0,10,1,36,0
22,83,3.773,11,0,1,0,4,0
17,67,3.941,5,0,1,3,9,0
3,26,8.667,0,0,1,0,1,0
7,30,4.286,4,0,0,0,0,0
14,53,3.786,6,0,3,0,6,0
18,75,4.167,6,0,1,0,6,0
8,34,4.25,5,0,2,0,4,0
12,63,5.25,3,0,2,0,5,0
6,25,4.167,0,2,2,0,10,0
19,69,3.632,1,0,6,0,48,0
6,26,4.333,2,0,1,1,3,0
15,69,4.6,5,0,3,0,7,0
17,78,4.588,2,0,5,4,16,0
10,70,7.0,1,0,3,1,5,0
15,48,3.2,1,0,3,2,24,0
24,92,3.833,13,0,0,1,5,0
26,90,3.462,11,0,0,1,9,0
19,74,3.895,3,0,5,2,14,0
13,89,6.846,3,0,3,1,6,0
20,91,4.55,9,0,0,0,3,0
17,83,4.882,6,0,1,3,5,0
19,42,2.211,5,0,1,0,36,0
14,61,4.357,3,6,1,0,5,0
9,50,5.556,3,0,1,0,2,0
11,65,5.909,1,0,7,0,12,0
22,96,4.364,9,0,0,2,8,0
16,39,2.438,0,3,1,1,35,0
21,89,4.238,8,0,1,0,7,0
21,99,4.714,7,13,1,1,8,0
16,82,5.125,6,0,1,0,4,0
6,21,3.5,2,0,0,0,1,0
6,17,2.833,1,0,0,0,0,0
13,69,5.308,2,0,7,0,11,0
22,86,3.909,13,1,3,0,7,0
16,88,5.5,6,0,3,0,7,0
16,94,5.875,5,0,4,2,8,0
10,41,4.1,0,6,3,1,18,0
19,42,2.211,5,0,1,0,36,0
20,80,4.0,8,0,1,0,3,0
16,103,6.438,6,0,5,0,6,0
13,91,7.0,4,2,4,0,4,0
10,72,7.2,2,11,2,0,6,0
23,96,4.174,10,0,0,2,8,0
18,71,3.944,6,0,0,5,5,0
10,53,5.3,4,0,3,0,6,0
10,33,3.3,2,0,0,0,1,0
20,88,4.4,11,0,0,0,5,0
18,80,4.444,5,1,1,0,10,0
6,34,5.667,2,0,3,0,5,0
16,60,3.75,6,1,0,0,2,0
11,32,2.909,5,0,1,0,2,0
16,56,3.5,2,0,0,0,13,0
8,30,3.75,3,0,2,0,2,0
24,97,4.042,8,0,2,1,7,0
11,56,5.091,4,0,2,1,6,0
9,21,2.333,2,0,2,0,18,0
25,87,3.48,13,0,1,0,5,0
5,33,6.6,0,0,3,0,3,0
12,69,5.75,2,0,7,1,9,0
5,24,4.8,1,0,2,0,7,0
6,30,5.0,2,0,3,0,5,0
3,31,10.333,0,0,1,0,2,0
9,37,4.111,0,1,0,0,3,0
10,81,8.1,0,0,5,0,6,0
12,57,4.75,1,0,8,0,11,0
13,44,3.385,6,0,0,0,3,0
10,39,3.9,2,0,4,1,10,0
14,67,4.786,6,0,2,0,5,0
9,43,4.778,2,0,1,0,3,0
20,75,3.75,10,0,0,1,10,0
13,50,3.846,6,5,0,0,1,0
15,75,5.0,5,0,8,0,14,0
17,57,3.353,4,0,2,0,20,0
21,74,3.524,9,0,0,0,3,0
10,42,4.2,4,0,2,0,3,0
16,65,4.062,4,0,0,0,14,0
11,62,5.636,1,0,3,0,16,0
10,58,5.8,0,2,5,0,13,0
13,62,4.769,4,0,1,1,9,0
15,79,5.267,4,0,4,0,9,0
14,63,4.5,5,0,3,1,5,0
8,36,4.5,4,0,2,0,3,0
20,95,4.75,8,0,0,1,4,0
24,92,3.833,10,0,1,3,6,0
22,81,3.682,8,0,2,0,14,0
10,41,4.1,4,0,1,0,3,0
15,55,3.667,4,7,2,1,9,0
18,79,4.389,6,0,9,0,11,0
13,54,4.154,4,0,2,3,6,0
10,46,4.6,2,1,1,1,3,0
15,77,5.133,1,0,4,1,17,0
8,39,4.875,2,0,0,1,5,0
19,66,3.474,11,0,1,0,8,0
10,33,3.3,2,0,0,0,1,0
4,17,4.25,1,0,0,0,6,0
20,74,3.7,9,0,1,0,6,0
9,74,8.222,2,0,2,0,3,0
6,38,6.333,1,10,0,1,1,0
16,62,3.875,8,0,0,1,3,0
12,60,5.0,1,0,4,0,26,0
11,51,4.636,4,0,0,0,4,0
9,57,6.333,0,12,6,1,10,0
14,78,5.571,2,0,2,0,8,0
19,80,4.211,9,0,0,0,2,0
21,77,3.667,13,0,0,0,3,0
8,33,4.125,0,1,0,0,6,0
12,48,4.0,4,0,1,1,9,0
9,51,5.667,2,3,2,0,4,0
31,102,3.29,14,0,1,1,5,0
10,50,5.0,2,0,6,0,10,0
16,83,5.188,3,0,0,4,5,0
13,56,4.308,4,0,3,1,6,0
19,92,4.842,7,0,0,2,5,0
23,96,4.174,11,0,0,2,6,0
11,67,6.091,4,0,2,0,6,0
7,21,3.0,2,1,0,0,0,0
8,36,4.5,4,0,2,0,3,0
10,38,3.8,1,3,3,3,6,0
23,81,3.522,11,0,1,2,11,0
26,90,3.462,10,0,1,1,9,0
4,28,7.0,1,0,2,0,2,0
13,68,5.231,6,4,3,0,7,0
16,63,3.938,6,2,1,1,7,0
13,65,5.0,1,0,1,3,10,0
18,81,4.5,3,0,0,1,3,0
12,73,6.083,1,0,1,3,5,0
6,34,5.667,3,1,1,0,5,0
6,56,9.333,0,0,4,0,6,0
15,63,4.2,2,0,6,0,21,0
9,38,4.222,1,0,0,0,0,0
11,47,4.273,3,0,0,1,1,0
10,33,3.3,6,0,0,1,3,0
16,82,5.125,3,4,3,0,6,0
26,99,3.808,11,0,0,1,4,0
